Date,Return,Market Return,Risk Free,Market Excess,Fund Excess,Alpha,Cumulative Alpha
2013-03-15,0.008089999999999976,0.0029857304359899306,3.2922899788623283e-06,0.0029824381460110683,0.008086707710021113,0.007287713371280948,0.007287713371280948
2013-03-18,-0.004156374926841854,-0.009345794392523366,2.85611873485081e-06,-0.009348650511258216,-0.004159231045576705,-0.0016547302084525713,0.005632983162828377
2013-03-19,-0.0009562705448748823,-0.0029349763604996637,2.7768098762592786e-06,-0.002937753170375923,-0.0009590473547511415,-0.00017202410838953043,0.005460959054438846
2013-03-20,0.0017448700819590473,0.005256517902533009,2.499215993712056e-06,0.005254018686539297,0.0017423708659653353,0.0003348207406443592,0.005795779795083205
2013-03-21,0.003234828653614434,-0.005298819910422248,2.3802411603934814e-06,-0.005301200151582641,0.0032324484124540407,0.004652638438962412,0.010448418234045617
2013-03-22,-0.005188800920689615,0.003925210519317712,2.578530378549715e-06,0.0039226319889391625,-0.005191379451068165,-0.006242251455342696,0.0042061667787029215
2013-03-25,0.008606675908288498,-0.003909863482048914,2.3009226801651295e-06,-0.003912164404729079,0.008604374985608332,0.009652442727023185,0.013858609505726108
2013-03-26,-0.006268910554314046,0.004135434650583969,2.85611873485081e-06,0.004132578531849118,-0.006271766673048897,-0.00737888329699726,0.0064797262087288475
2013-03-27,0.001791044776119294,-0.0025826826992383367,3.173338974260531e-06,-0.0025858560382125972,0.0017878714371450334,0.0024806215409794653,0.008960347749708313
2013-03-28,0.007469209376241617,0.003989048271037854,2.578530378549715e-06,0.003986469740659304,0.007466630845863067,0.006398656725894868,0.01535900447560318
2013-04-02,0.007423692720246112,0.005182089925814148,2.697499438486517e-06,0.005179392426375662,0.007420995220807625,0.006033437449551676,0.021392441925154857
2013-04-03,0.004687576454469861,-0.006827399095332587,2.1819420727986483e-06,-0.006829581037405386,0.004685394512397062,0.006515037347455489,0.027907479272610346
2013-04-04,-0.009487259409335343,-0.002384977884602568,2.578530378549715e-06,-0.002387556414981118,-0.009489837939713893,-0.00885021224905402,0.019057267023556326
2013-04-05,-0.0003048480676565916,-0.00217970446657878,2.3802411603934814e-06,-0.0021820847077391736,-0.0003072283088169851,0.00027735156938331806,0.019334618592939643
2013-04-08,1.967361473155686e-05,0.00521458991006396,2.1819420727986483e-06,0.005212407967991162,1.749167265875821e-05,-0.0013789109528908187,0.017955707640048824
2013-04-09,0.0013967991658552106,0.004556607080266284,2.499215993712056e-06,0.004554107864272572,0.0013942999498614986,0.0001742557365615432,0.018129963376610367
2013-04-10,0.00387021993457941,0.013538049137517438,2.578530378549715e-06,0.013535470607138889,0.00386764140420086,0.00024149264341185835,0.018371456020022225
2013-04-11,0.016008297699541145,0.007160578517793725,2.499215993712056e-06,0.007158079301800013,0.016005798483547433,0.014088151056042279,0.0324596070760645
2013-04-12,-0.002513651729218993,-0.004306842095864072,2.1819420727986483e-06,-0.0043090240379368705,-0.0025158336712917916,-0.0013614473459922657,0.03109815973007224
2013-04-15,-0.002877225504962714,-0.017439083016864032,2.1819420727986483e-06,-0.01744126495893683,-0.002879407447035513,0.0017931025197834394,0.032891262249855675
2013-04-16,-0.014079051842670992,0.00538052782722942,2.06295791183031e-06,0.00537846486931759,-0.014081114800582823,-0.015522004023195948,0.017369258226659728
2013-04-17,0.004390100176782445,-0.012579995164020308,1.9836331146549924e-06,-0.012581978797134963,0.00438811654366779,0.007758825117290737,0.025128083343950464
