Date,market_rets
2000-01-04,0.0009149258960714501
2000-01-05,-0.03079947085982193
2000-01-06,-0.01364002623674676
2000-01-07,-0.01140125045972784
2000-01-10,0.02366075061616435
2000-01-11,0.011120748811460412
2000-01-12,-0.0034504542031860153
2000-01-13,-0.006059311922525956
2000-01-14,0.008999219242582956
2000-01-17,0.008487323846214867
2000-01-18,0.004421990835280054
2000-01-19,-0.011929310690647732
2000-01-20,-0.0038807218211013295
2000-01-21,-0.003895840494319125
2000-01-24,-0.003041899993050823
2000-01-25,-0.014093733682573606
2000-01-26,-0.003168467198561342
2000-01-27,0.0019219215642325427
2000-01-28,0.0012542062426255107
2000-01-31,-0.01672680832675877
2000-02-01,0.0028476668827108753
2000-02-02,0.007921161293547696
2000-02-03,0.005560498019343996
2000-02-04,0.016515447568629105
2000-02-07,0.0015957592805579957
2000-02-08,-0.004344992319444629
2000-02-09,0.012364535383032615
2000-02-10,-0.007615471944832919
2000-02-11,-0.0012307776602410447
2000-02-14,-0.010582760107499034
2000-02-15,-0.0037362458505036944
2000-02-16,-0.004559212538332691
2000-02-17,-0.002437709150359235
2000-02-18,0.0048133885385706066
2000-02-21,-0.01731888833162032
2000-02-22,-0.0074246469422504235
2000-02-23,0.005213467634350266
2000-02-24,0.008644016678415856
2000-02-25,-0.0029808479970381274
2000-02-28,-0.005755342777245098
2000-02-29,7.525008263753463e-05
2000-03-01,0.007667406447786185
2000-03-02,0.013800820589332297
2000-03-03,0.008535670041160737
2000-03-06,0.009703815164916474
2000-03-07,-0.005997578352265109
2000-03-08,-0.014175632702882246
2000-03-09,-0.0014748175178868062
2000-03-10,0.015803873273686708
2000-03-13,-0.0013813336343602156
2000-03-14,-0.014414623696659912
2000-03-15,-0.00812527670502139
2000-03-16,0.004319278036126084
2000-03-17,0.03270056086629913
2000-03-20,0.0048108519258220905
2000-03-21,0.0020723341170989507
2000-03-22,0.013763050763594409
2000-03-23,-0.00014065220547898605
2000-03-24,0.010623311753608533
2000-03-27,0.007935972442786321
2000-03-28,0.0005524737511737321
2000-03-29,-0.002070822186176824
2000-03-30,-0.0013834129262982886
2000-03-31,-0.016762452026289454
2000-04-03,0.008735487435056255
2000-04-04,-0.0034918638974436034
2000-04-05,-0.004204919684169028
2000-04-06,-0.006967432081046665
2000-04-07,0.00708717221828481
2000-04-10,0.008163248125219846
2000-04-11,-0.0021638808032714563
2000-04-12,-0.008114708349728939
2000-04-13,-0.011143274247882418
2000-04-14,-0.012909190429429618
2000-04-17,-0.03908957773550392
2000-04-18,0.0
2000-04-19,0.023310022882102155
2000-04-20,-0.002865768494450305
2000-04-24,0.00405305821665447
2000-04-25,0.0005871918004587418
2000-04-26,0.015257042479894123
2000-04-27,-0.0033234417073016997
2000-04-28,-0.006959025433807553
2000-05-01,0.0001459604119362634
2000-05-02,0.006860831020774505
2000-05-03,-0.001014878154449117
2000-05-04,-0.021841648733169516
2000-05-05,0.009569751049007813
2000-05-08,-0.0036740391728281585
2000-05-09,-0.0055313812707106225
2000-05-10,-0.009344389912342765
2000-05-11,-0.014073999207155241
2000-05-12,0.00820049265613143
2000-05-15,0.012727746439432197
2000-05-16,0.005577452422351747
2000-05-17,0.012941872971400148
2000-05-18,-0.0176680674852695
2000-05-19,-0.003864698009568901
2000-05-22,-0.01924945750071627
2000-05-23,-0.009128946367440105
2000-05-24,-0.00552779360604605
2000-05-25,0.003937292823042338
2000-05-26,0.0004613777104531813
2000-05-29,0.0009223298784588607
2000-05-30,0.004377264211274046
2000-05-31,0.022937533022403533
2000-06-01,-0.002840308512431111
2000-06-02,0.01649051825395431
2000-06-05,0.025071897804075594
2000-06-06,0.0
2000-06-07,0.0
2000-06-08,0.001222986311808949
2000-06-09,-0.004670211073403041
2000-06-12,-0.004114684935591639
2000-06-13,-0.002029520735982393
2000-06-14,0.00740844771218363
2000-06-15,0.00216294160057684
2000-06-16,-0.0035251974201888636
2000-06-19,-0.0033932216119538783
2000-06-20,0.00883798243705014
2000-06-21,0.001220790802809013
2000-06-22,-0.002725416836439787
2000-06-23,-0.011434753264338404
2000-06-26,-0.0064746286717114465
2000-06-27,0.0016841538481064955
2000-06-28,0.0010964912280702066
2000-06-29,0.004819259281443999
2000-06-30,-0.007194262473442126
2000-07-03,0.008417508718351119
2000-07-04,0.008056977607358018
2000-07-05,-0.0004320979515779477
2000-07-06,-0.008716306016091635
2000-07-07,0.0014533827741318728
2000-07-10,0.011755368644643882
2000-07-11,0.0010758086118269894
2000-07-12,0.00021487802501818365
2000-07-13,0.0028651243248687397
2000-07-14,-0.002999750907157428
2000-07-17,0.006160882180331839
2000-07-18,0.0009256310631007292
2000-07-19,-0.01180829213236112
2000-07-20,-0.00568665607646035
2000-07-21,0.007311934575334522
2000-07-24,-0.009846250540319512
2000-07-25,-0.005951913669518638
2000-07-26,0.003358872278888203
2000-07-27,-0.007350247991694148
2000-07-28,-0.007551355445839403
2000-07-31,-0.018024601628024994
2000-08-01,0.006243832432812679
2000-08-02,0.004336160985338067
2000-08-03,-0.001712110158050839
2000-08-04,-0.0035045494425735013
2000-08-07,0.008530398238402404
2000-08-08,0.00690007895896616
2000-08-09,-0.0006631968390345966
2000-08-10,7.38074471713368e-05
2000-08-11,0.0
2000-08-14,0.0008847239760196857
2000-08-15,0.008545101720764281
2000-08-16,0.0012417451409711955
2000-08-17,0.0003647504976582727
2000-08-18,0.0022606107165143996
2000-08-21,-0.002764878318264774
2000-08-22,0.00021891787061845136
2000-08-23,0.00021878091215343787
2000-08-24,0.0024066868039958056
2000-08-25,0.003055621078119408
2000-08-28,0.0034090617310840177
2000-08-29,0.003469659298181327
2000-08-30,-0.0034576623877277113
2000-08-31,-0.006216550118668729
2000-09-01,0.003636892509759404
2000-09-04,0.011088510085796033
2000-09-05,0.0023654568746867
2000-09-06,-0.012943346159852598
2000-09-07,-0.01159168255741494
2000-09-08,0.0008795361203026708
2000-09-11,-0.008641559009977984
2000-09-12,-0.006352940752116232
2000-09-13,-0.0064678844173535754
2000-09-14,-0.0005238500668948154
2000-09-15,0.0005241246296170399
2000-09-18,-0.00770730966773292
2000-09-19,-0.013724418601118948
2000-09-20,0.006498967689680946
2000-09-21,-0.006153126280548982
2000-09-22,-0.004051095796314019
2000-09-25,0.004988488104374467
2000-09-26,-0.001145475372279492
2000-09-27,-0.006422037013809279
2000-09-28,-0.0016158630543146035
2000-09-29,0.011483641166907477
2000-10-02,0.00038098140102005296
2000-10-03,-0.004341589714518701
2000-10-04,-0.003365898491508923
2000-10-05,0.0009977945264754151
2000-10-06,0.0012268810795879048
2000-10-09,-0.009573409257449317
2000-10-10,-0.012913665173542421
2000-10-11,-0.022326674500587562
2000-10-12,-0.0005608583107973297
2000-10-13,-0.010262205024485493
2000-10-16,0.00024305291869186618
2000-10-17,0.008908324882590968
2000-10-18,-0.025525804769423566
2000-10-19,0.002388817474516136
2000-10-20,0.011504642714376567
2000-10-23,0.017385672263878105
2000-10-24,0.0021559938246440424
2000-10-25,0.007410397472609631
2000-10-26,-0.02705059868809423
2000-10-27,0.018860315179777487
2000-10-30,0.006383148239306413
2000-10-31,0.0001585278396372125
2000-11-01,0.016329746798206424
2000-11-02,0.004133881077177826
2000-11-03,0.004505147310722046
2000-11-06,0.0015465512492385258
2000-11-07,0.0037060291916950483
2000-11-08,-0.0007692307692307443
2000-11-09,-0.011085469140925674
2000-11-10,-0.007706698273559298
2000-11-13,-0.009884659973787513
2000-11-14,-0.027969200095598
2000-11-15,0.019807569115296797
2000-11-16,0.001998241586432137
2000-11-17,-0.004068263948037942
2000-11-20,-0.01730074135838
2000-11-21,-0.00415679801487745
2000-11-22,0.00016365294146680753
2000-11-23,-0.01914895614898726
2000-11-24,0.0019189461663393637
2000-11-27,0.024148554759293672
2000-11-28,-0.005935481488914318
2000-11-29,-0.0033534890134220285
2000-11-30,-0.009355785321347954
2000-12-01,-0.003396550135747689
2000-12-04,0.009476329521248994
2000-12-05,0.01811594166478603
2000-12-06,0.009543777519257723
2000-12-07,-0.009453554894577665
2000-12-08,-0.004691077898412055
2000-12-11,0.00585086411915392
2000-12-12,0.017127120969130605
2000-12-13,-0.004527363917295468
2000-12-14,-0.006622555257925544
2000-12-15,-0.009638554216867434
2000-12-18,-0.01751822837464523
2000-12-19,0.0044576723668752205
2000-12-20,-0.007643037849219048
2000-12-21,-0.024347846305641796
2000-12-22,0.0009336861121573836
2000-12-26,0.0
2000-12-27,0.02349056511973191
2000-12-28,0.01010850188506529
2000-12-29,0.007710626365605933
2001-01-02,-0.014245014245014231
2001-01-03,-0.007596986929706895
2001-01-04,0.021301360081404486
2001-01-05,-0.0002444588741704612
2001-01-08,-0.012794353748054044
2001-01-09,-0.003797239139203823
2001-01-10,-0.005469089649655756
2001-01-11,0.001833088928256732
2001-01-12,0.010562168092157043
2001-01-16,0.0
2001-01-17,-0.0023042768612207
2001-01-18,0.0057741480805568735
2001-01-19,0.01172798014037335
2001-01-22,-0.0011349095669344056
2001-01-23,0.004869339585912069
2001-01-24,-0.0014536640516816801
2001-01-25,-8.086022643427615e-05
2001-01-26,-0.002022162825577545
2001-01-29,-0.0016210082029901596
2001-01-30,0.003653190308184451
2001-01-31,0.00582378944229589
2001-02-01,0.0005628879548653654
2001-02-02,0.003938293366309242
2001-02-05,-0.019053660413889784
2001-02-06,0.005386415835247682
2001-02-07,-0.0014611971689676428
2001-02-08,-0.00886108822892262
2001-02-09,-0.009268313000629025
2001-02-12,-0.005464008156750411
2001-02-13,0.005494027568196502
2001-02-14,-0.007616585028757061
2001-02-15,0.0
2001-02-16,-0.002085592810407544
2001-02-19,0.0
2001-02-20,-0.013960835858181309
2001-02-21,-0.007799873821004666
2001-02-22,-0.020080320447334543
2001-02-23,-0.0034879663670117633
2001-02-26,-0.007000349718398691
2001-02-27,0.013482486869481836
2001-02-28,-0.0009564173630880468
2001-03-01,-0.009747564118255059
2001-03-02,0.0
2001-03-05,-0.00667964258226017
2001-03-06,0.0
2001-03-07,0.016722726270219423
2001-03-08,0.0025237355109886117
2001-03-09,0.0007812711927626115
2001-03-12,-0.016653719173911452
2001-03-13,0.0
2001-03-14,-0.03784061408788586
2001-03-15,-0.022552343743180492
2001-03-16,0.00834742526885357
2001-03-19,-0.022881570220974368
2001-03-20,0.0
2001-03-21,0.0016182305301046807
2001-03-22,-0.012069902833326096
2001-03-23,-0.02395384744017559
2001-03-26,0.024640252909095883
2001-03-27,0.0
2001-03-28,0.023181970134574348
2001-03-29,0.0015042753875160741
2001-03-30,-0.009480988635418242
2001-04-02,0.0
2001-04-03,0.11855582206700954
2001-04-04,-0.13191567127085713
2001-04-05,0.0
2001-04-06,0.03708764484233851
2001-04-09,0.0
2001-04-10,-0.004423067268831238
2001-04-11,0.0
2001-04-12,0.0165422058759217
2001-04-16,0.0
2001-04-17,0.0
2001-04-18,0.0
2001-04-19,0.0
2001-04-20,0.055514180599356866
2001-04-23,-0.004052484965972214
2001-04-24,0.0
2001-04-25,0.0
2001-04-26,-0.009111056017801822
2001-04-27,0.007230939126337432
